"Đơn vị","Lĩnh vực","Mã số TTHC","Tên TTHC","Phí, lệ phí","Số hiệu Quyết định Phê duyệt Danh mục TTHC","Số hiệu Quyết định Quy trình nội bộ","Nơi tiếp nhận hồ sơ và trả kết quả","Cấp thực hiện","Thẩm quyền giải quyết","Số hiệu Quyết định công bố danh mục DVCTT","Mức độ DVCTT hiện tại","Ghi chú"
"GDĐT","Quy chế thi, tuyển sinh","1.005142.000.00.00.H34","Đăng ký dự thi tốt nghiệp trung học phổ thông","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Giáo dục và Đào tạo","Quyết định số 475/QĐ-UBND ngày 27/8/2021","Mức độ 4",""
"GDĐT","Đào tạo với nước ngoài","1.000939.000.00.00.H34","Cho phép thành lập cơ sở giáo dục mầm non, cơ sở giáo dục phổ thông có vốn đầu tư nước ngoài tại Việt Nam","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Đào tạo với nước ngoài","1.001493.000.00.00.H34","Chấm dứt hoạt động cơ sở đào tạo, bồi dưỡng ngắn hạn có vốn đầu tư nước ngoài tại Việt Nam","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Đào tạo với nước ngoài","1.000716.000.00.00.H34","Giải thể cơ sở giáo dục mầm non, cơ sở giáo dục phổ thông có vốn đầu tư nước ngoài tại Việt Nam","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục đào tạo thuộc hệ thống giáo dục quốc dân và các cơ sở khác","2.001805.000.00.00.H34","Giải thể trung tâm hỗ trợ và phát triển giáo dục hòa nhập (theo đề nghị của tổ chức, cá nhân thành lập)","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Nội vụ và Sở Lao động, Thương binh Xã hội","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Quy chế thi, tuyển sinh","1.003734.000.00.00.H34","Đăng ký dự thi cấp chứng chỉ ứng dụng công nghệ thông tin","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Cơ sở giáo dục","Cấp Tỉnh","Sở Giáo dục và Đào tạo","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục trung học","3.000181.000.00.00.H34","Tuyển sinh trung học phổ thông","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Giáo dục và Đào tạo","Quyết định số 475/QĐ-UBND ngày 27/8/2021","Mức độ 4",""
"GDĐT","Kiểm định chất lượng giáo dục","1.000259.000.00.00.H34","Cấp giấy chứng nhận chất lượng giáo dục đối với trung tâm giáo dục thường xuyên","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","Sở Giáo dục và Đào tạo","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","2.000011.000.00.00.H34","Công nhận huyện đạt chuẩn phổ cập giáo dục, xóa mù chữ","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Trung tâm Phục vụ hành chính công tỉnh","Cấp Tỉnh","UBND tỉnh","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"GDĐT","Giáo dục Tiểu học","1.005099.000.00.00.H34","Chuyển trường đối với học sinh tiểu học","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Cơ sở giáo dục","Cấp Huyện","","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.004831.000.00.00.H34","Chuyển trường đối với học sinh trung học cơ sở","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""
"GDĐT","Giáo dục tiểu học","1.004555.000.00.00.H34","Thành lập trường tiểu học công lập, cho phép thành lập trường tiểu học tư thục","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục tiểu học","1.004563.000.00.00.H34","Sáp nhập, chia, tách trường tiểu học","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục tiểu học","1.001639.000.00.00.H34","Giải thể trường tiểu học (theo đề nghị của tổ chức, cá nhân đề nghị thành lập trường tiểu học)","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục trung học","1.004442.000.00.00.H34","Thành lập trường trung học cơ sở công lập hoặc cho phép thành lập trường trung học cơ sở tư thục","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục trung học","2.001809.000.00.00.H34","Sáp nhập, chia, tách trường trung học cơ sở","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục trung học","2.001818.000.00.00.H34","Giải thể trường trung học cơ sở (theo đề nghị của cá nhân, tổ chức thành lâp trường)","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục trung học","3.000182.000.00.00.H34","Tuyển sinh trung học cơ sở","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 475/QĐ-UBND ngày 27/8/2021","Mức độ 4",""
"GDĐT","Giáo dục trung học","2.001904.000.00.00.H34","Tiếp nhận đối tượng học bổ túc THCS","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục trung học","1.005108.000.00.00.H34","Thuyên chuyển đối tượng học bổ túc THCS","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục mầm non","1.004515.000.00.00.H34","Giải thể trường mẫu giáo, trường mầm non, nhà trẻ (theo yêu cầu của tổ chức, cá nhân đề nghị thành lập)","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục mầm non","1.004494.000.00.00.H34","Thành lập trường mẫu giáo, trường mầm non, nhà trẻ công lập hoặc cho phép thành lập trường mẫu giáo, trường mầm non, nhà trẻ dân lập, tư thục","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục dân tộc","1.004545.000.00.00.H34","Thành lập trường phổ thông dân tộc bán trú","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục dân tộc","2.001837.000.00.00.H34","Sáp nhập, chia, tách trường phổ thông dân tộc bán trú","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục dân tộc","2.001824.000.00.00.H34","Chuyển đổi trường phổ thông dân tộc bán trú","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục đào tạo thuộc hệ thống giáo dục quốc dân và các cơ sở khác","1.004439.000.00.00.H34","Thành lập trung tâm học tập cộng đồng","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục đào tạo thuộc hệ thống giáo dục quốc dân và các cơ sở khác","1.004440.000.00.00.H34","Cho phép trung tâm học tập cộng đồng hoạt động trở lại","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.003702.000.00.00.H34","Hỗ trợ học tập đối với trẻ mẫu giáo, học sinh tiểu học, học sinh trung học cơ sở, sinh viên các dân tộc thiểu số rất ít người","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.004438.000.00.00.H34","Xét, duyệt chính sách hỗ trợ đối với học sinh bán trú đang học tại các trường tiểu học, trung học cở sở ở xã, thôn đặc biệt khó khăn","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.008724.000.00.00.H34","Chuyển đổi nhà trẻ, trường mẫu giáo, trường mầm non tư thục do nhà đầu tư trong nước đầu tư sang nhà trẻ, trường mẫu giáo, trường mầm non tư thục hoạt động không vì lợi nhuận","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.008725.000.00.00.H34","Chuyển đổi trường tiểu học tư thục, trường trung học cơ sở tư thục và trường phổ thông tư thục có nhiều cấp học có cấp học cao nhất là trung học cơ sở do nhà đầu tư trong nước đầu tư sang trường phổ thông tư thục hoạt động không vì lợi nhuận","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.001622.000.00.00.H34","Hỗ trợ ăn trưa cho trẻ em mẫu giáo","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.008950.000.00.00.H34","Trợ cấp đối với trẻ em mầm non là con công nhân, người lao động làm việc tại khu công nghiệp","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.008951.000.00.00.H34","Hỗ trợ đối với giáo viên mầm non làm việc tại cơ sở giáo dục mầm non dân lập, tư thục ở địa bàn có khu công nghiệp","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 375/QĐ-UBND ngày 20/07/2021","Mức độ 4",""
"GDĐT","Giáo dục tiểu học","1.004552.000.00.00.H34","Cho phép trường tiểu học hoạt động giáo dục trở lại","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"GDĐT","Giáo dục mầm non","1.006390.000.00.00.H34","Cho phép trường mẫu giáo, trường mầm non, nhà trẻ hoạt động giáo dục","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"GDĐT","Giáo dục mầm non","1.006445.000.00.00.H34","Sáp nhập, chia, tách trường mẫu giáo, trường mầm non, nhà trẻ","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"GDĐT","Giáo dục trung học","1.004475.000.00.00.H34","Cho phép trường trung học cơ sở hoạt động trở lại","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"GDĐT","Giáo dục dân tộc","2.001839.000.00.00.H34","Cho phép trường phổ thông dân tộc bán trú hoạt động giáo dục","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.005106.000.00.00.H34","Công nhận xã đạt chuẩn phổ cập giáo dục, xóa mù chữ","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.005097.000.00.00.H34","Quy trình đánh giá, xếp loại Cộng đồng học tập cấp xã","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 466/QĐ-UBND ngày 24/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Huyện","Cấp Huyện","UBND cấp Huyện","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"GDĐT","Giáo dục đào tạo thuộc hệ thống giáo dục quốc dân và các cơ sở khác","1.004492.000.00.00.H34","Thành lập nhóm trẻ, lớp mẫu giáo độc lập","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 470/QĐ-UBND ngày 26/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Xã","Cấp Xã","UBND cấp Xã","Quyết định số 526/QĐ-UBND ngày 05/10/2021","Mức độ 4",""
"GDĐT","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","1.004441.000.00.00.H34","Cho phép cơ sở giáo dục khác thực hiện chương trình giáo dục tiểu học","Không","Quyết định số 341/QĐ-UBND ngày 06/07/2021","Quyết định số 470/QĐ-UBND ngày 26/8/2021","Bộ phận Tiếp nhận và Trả kết quả cấp Xã","Cấp Xã","UBND cấp Xã","Quyết định số 337/QĐ-UBND ngày 29/6/2021","Mức độ 4",""